congress,nomination_number,citation,source,source_year,source_month,nomination_date,latest_action_date,latest_action_text,nominee,position_title,organization,description,court
117,1520,PN1520,congress.gov_api,2025,7,2022-01-04,2022-04-07,Confirmed by the Senate by Voice Vote.,,Assistant Secretary of Commerce; Director General of the United States and Foreign Commercial Servic,Department of Commerce,"Arun Venkataraman, of the District of Columbia, to be Assistant Secretary of Commerce and Director General of the United States and Foreign Commercial Service, vice Ian Paul Steff.",
117,1777,PN1777,congress.gov_api,2025,7,2022-02-14,2022-04-07,Confirmed by the Senate by Voice Vote.,,Under Secretary of the Navy,Department of Defense,"Erik Kristopher Raven, of the District of Columbia, to be Under Secretary of the Navy, vice Thomas B. Modly.",
117,1496,PN1496,congress.gov_api,2025,7,2022-01-03,2022-03-31,Confirmed by the Senate by Yea-Nay Vote. 52 - 47. Record Vote Number: 125.,,United States District Judge for the District of New Jersey,The Judiciary,"Georgette Castner, of New Jersey, to be United States District Judge for the District of New Jersey, vice Jose L. Linares, retired.",NJ-None
117,1500,PN1500,congress.gov_api,2025,7,2022-01-03,2022-03-31,Confirmed by the Senate by Yea-Nay Vote. 52 - 48. Record Vote Number: 124.,,United States District Judge for the Northern District of Georgia,The Judiciary,"Sarah Elisabeth Geraghty, of Georgia, to be United States District Judge for the Northern District of Georgia, vice Amy Totenberg, retired.",GA-N
117,1563,PN1563,congress.gov_api,2025,7,2022-01-04,2022-03-29,Confirmed by the Senate by Voice Vote.,,Assistant Secretary of State (Verification and Compliance),Department of State,"Mallory A. Stewart, of the District of Columbia, to be an Assistant Secretary of State (Verification and Compliance), vice Yleem D. S. Poblete, resigned.",
117,1381,PN1381,congress.gov_api,2025,7,2021-11-15,2022-03-24,Confirmed by the Senate by Yea-Nay Vote. 60 - 36. Record Vote Number: 107.,,United States Attorney for the District of Minnesota,Department of Justice,"Andrew M. Luger, of Minnesota, to be United States Attorney for the District of Minnesota for the term of four years, vice Erica H. MacDonald, resigned.",MN-None
117,1504,PN1504,congress.gov_api,2025,7,2022-01-03,2022-03-23,Confirmed by the Senate by Yea-Nay Vote. 49 - 47. Record Vote Number: 106.,,United States Circuit Judge for the Second Circuit,The Judiciary,"Alison J. Nathan, of New York, to be United States Circuit Judge for the Second Circuit, vice Rosemary S. Pooler, retiring.",
117,1505,PN1505,congress.gov_api,2025,7,2022-01-03,2022-03-23,Confirmed by the Senate by Yea-Nay Vote. 51 - 46. Record Vote Number: 101.,,United States District Judge for the District of Maryland,The Judiciary,"Julie Rebecca Rubin, of Maryland, to be United States District Judge for the District of Maryland, vice Ellen Lipton Hollander, retiring.",MD-None
117,1507,PN1507,congress.gov_api,2025,7,2022-01-03,2022-03-23,Confirmed by the Senate by Yea-Nay Vote. 50 - 46. Record Vote Number: 104.,,United States District Judge for the District of Nevada,The Judiciary,"Cristina D. Silva, of Nevada, to be United States District Judge for the District of Nevada, vice James C. Mahan, retired.",NV-None
117,1511,PN1511,congress.gov_api,2025,7,2022-01-03,2022-03-23,Confirmed by the Senate by Yea-Nay Vote. 49 - 47. Record Vote Number: 105.,,United States District Judge for the District of Nevada,The Judiciary,"Anne Rachel Traum, of Nevada, to be United States District Judge for the District of Nevada, vice Robert Clive Jones, retired.",NV-None
117,116,PN116,congress.gov_api,2025,7,2021-02-13,2021-09-30,Confirmed by the Senate by Yea-Nay Vote. 50 - 48. Record Vote Number: 399.,,"Director, Bureau of Consumer Financial Protection",Bureau of Consumer Financial Protection,"Rohit Chopra, of the District of Columbia, to be Director, Bureau of Consumer Financial Protection for a term of five years, vice Kathleen Laura Kraninger.",
117,1479,PN1479,congress.gov_api,2025,7,2021-12-15,2022-03-23,Confirmed by the Senate by Yea-Nay Vote. 52 - 45. Record Vote Number: 102.,,United States District Judge for the Eastern District of New York,The Judiciary,"Hector Gonzalez, of New York, to be United States District Judge for the Eastern District of New York, vice Brian M. Cogan, retired.",NY-E
117,1497,PN1497,congress.gov_api,2025,7,2022-01-03,2022-03-23,Confirmed by the Senate by Yea-Nay Vote. 49 - 47. Record Vote Number: 103.,,United States District Judge for the Western District of Washington,The Judiciary,"John H. Chun, of Washington, to be United States District Judge for the Western District of Washington, vice James L. Robart, retired.",WA-W
117,1495,PN1495,congress.gov_api,2025,7,2022-01-03,2022-03-22,Confirmed by the Senate by Yea-Nay Vote. 50 - 46. Record Vote Number: 99.,,United States District Judge for the Northern District of Georgia,The Judiciary,"Victoria Marie Calvert, of Georgia, to be United States District Judge for the Northern District of Georgia, vice Thomas W. Thrash, Jr., retired.",GA-N
117,1503,PN1503,congress.gov_api,2025,7,2022-01-03,2022-03-22,Confirmed by the Senate by Yea-Nay Vote. 55 - 41. Record Vote Number: 98.,,United States District Judge for the Southern District of California,The Judiciary,"Ruth Bermudez Montenegro, of California, to be United States District Judge for the Southern District of California, vice John A. Houston, retired.",CA-S
117,1485,PN1485,congress.gov_api,2025,7,2021-12-15,2022-03-17,Confirmed by the Senate by Yea-Nay Vote. 57 - 41. Record Vote Number: 95.,,United States District Judge for the Central District of California,The Judiciary,"Fred W. Slaughter, of California, to be United States District Judge for the Central District of California, vice Andrew J. Guilford, retired.",CA-C
117,1498,PN1498,congress.gov_api,2025,7,2022-01-03,2022-03-17,Confirmed by the Senate by Yea-Nay Vote. 63 - 36. Record Vote Number: 94.,,United States District Judge for the Northern District of California,The Judiciary,"Jacqueline Scott Corley, of California, to be United States District Judge for the Northern District of California, vice William Haskell Alsup, retired.",CA-N
117,1443,PN1443,congress.gov_api,2025,7,2021-12-02,2022-03-17,Confirmed by the Senate by Voice Vote.,,Member of the National Council on the Humanities,National Foundation on the Arts and the Humanities,"Vanessa Northington Gamble, of the District of Columbia, to be a Member of the National Council on the Humanities for a term expiring January 26, 2026, vice John Fonte, term expired.",
117,766,PN766,congress.gov_api,2025,7,2021-07-13,2022-03-15,Confirmed by the Senate by Voice Vote.,,Assistant Secretary of the Army,Department of Defense,"Rachel Jacobson, of the District of Columbia, to be an Assistant Secretary of the Army, vice Alex A. Beehler.",
117,640,PN640,congress.gov_api,2025,7,2021-06-15,2021-10-06,Confirmed by the Senate by Yea-Nay Vote. 54 - 46. Record Vote Number: 409.,,United States District Judge for the District of Connecticut,The Judiciary,"Sarah A.L. Merriam, of Connecticut, to be United States District Judge for the District of Connecticut, vice Janet C. Hall, retired.",CT-None
117,801,PN801,congress.gov_api,2025,7,2021-07-13,2021-12-17,Confirmed by the Senate by Yea-Nay Vote. 45 - 25. Record Vote Number: 517.,,United States District Judge for the Western District of Michigan,The Judiciary,"Jane M. Beckering, of Michigan, to be United States District Judge for the Western District of Michigan, vice Janet T. Neff, retired.",MI-W
117,802,PN802,congress.gov_api,2025,7,2021-07-13,2021-12-17,Confirmed by the Senate by Yea-Nay Vote. 44 - 25. Record Vote Number: 519.,,United States District Judge for the Eastern District of Michigan,The Judiciary,"Shalina D. Kumar, of Michigan, to be United States District Judge for the Eastern District of Michigan, vice Victoria A. Roberts, retired.",MI-E
117,804,PN804,congress.gov_api,2025,7,2021-07-13,2021-10-05,Received message of withdrawal of nomination from the President.,,Judge of the United States Court of Federal Claims,The Judiciary,"Armando O. Bonilla, of Virginia, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Edward J. Damich, term expired.",
117,805,PN805,congress.gov_api,2025,7,2021-07-13,2021-12-18,Confirmed by the Senate by Voice Vote.,,Judge of the United States Court of Federal Claims,The Judiciary,"Carolyn N. Lerner, of Maryland, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Margaret Mary Sweeney, term expired.",
117,1167,PN1167,congress.gov_api,2025,7,2021-09-20,2021-12-13,Confirmed by the Senate by Yea-Nay Vote. 50 - 45. Record Vote Number: 494.,,United States Circuit Judge for the Ninth Circuit,The Judiciary,"Lucy Haeran Koh, of California, to be United States Circuit Judge for the Ninth Circuit, vice Richard A. Paez, retiring.",
117,79,PN79-0,congress.gov_api,2025,7,2021-01-20,,,Adewale O. Adeyemo,,,"Adewale O. Adeyemo, of California, to be Deputy Secretary of the Treasury, vice Justin George Muzinich.",
117,79,PN79-0,congress.gov_api,2025,7,2021-01-20,,,Adewale O. Adeyemo,,,"Adewale O. Adeyemo, of California, to be Deputy Secretary of the Treasury, vice Justin George Muzinich.",
117,1508,PN1508,congress.gov_api,2025,7,2022-01-03,2022-02-09,Confirmed by the Senate by Yea-Nay Vote. 61 - 35. Record Vote Number: 49.,,United States Circuit Judge for the Federal Circuit,The Judiciary,"Leonard Philip Stark, of Delaware, to be United States Circuit Judge for the Federal Circuit, vice Kathleen M. O'Malley, retiring.",
117,1499,PN1499,congress.gov_api,2025,7,2022-01-03,2022-02-01,Confirmed by the Senate by Yea-Nay Vote. 56 - 42. Record Vote Number: 15.,,United States District Judge for the Northern District of Ohio,The Judiciary,"Charles Esque Fleming, of Ohio, to be United States District Judge for the Northern District of Ohio, vice James S. Gwin, retired.",OH-N
117,1506,PN1506,congress.gov_api,2025,7,2022-01-03,2022-02-01,Confirmed by the Senate by Yea-Nay Vote. 62 - 35. Record Vote Number: 17.,,United States District Judge for the Northern District of Ohio,The Judiciary,"David Augustin Ruiz, of Ohio, to be United States District Judge for the Northern District of Ohio, vice Solomon Oliver, Jr., retired.",OH-N
117,1494,PN1494,congress.gov_api,2025,7,2022-01-03,2022-02-01,Confirmed by the Senate by Yea-Nay Vote. 61 - 35. Record Vote Number: 13.,,United States District Judge for the Northern District of Ohio,The Judiciary,"Bridget Meehan Brennan, of Ohio, to be United States District Judge for the Northern District of Ohio, vice Dan A. Polster, retired.",OH-N
117,1169,PN1169,congress.gov_api,2025,7,2021-09-20,2022-01-20,Confirmed by the Senate by Yea-Nay Vote. 48 - 40. Record Vote Number: 11.,,United States Circuit Judge for the Ninth Circuit,The Judiciary,"Holly A. Thomas, of California, to be United States Circuit Judge for the Ninth Circuit, vice William A. Fletcher, retiring.",
117,1214,PN1214,congress.gov_api,2025,7,2021-09-30,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of Ohio,The Judiciary,"David Augustin Ruiz, of Ohio, to be United States District Judge for the Northern District of Ohio, vice Solomon Oliver, Jr., retired.",OH-N
117,1207,PN1207,congress.gov_api,2025,7,2021-09-30,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Western District of Washington,The Judiciary,"John H. Chun, of Washington, to be United States District Judge for the Western District of Washington, vice James L. Robart, retired.",WA-W
117,1209,PN1209,congress.gov_api,2025,7,2021-09-30,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of Ohio,The Judiciary,"Charles Esque Fleming, of Ohio, to be United States District Judge for the Northern District of Ohio, vice James S. Gwin, retired.",OH-N
117,1205,PN1205,congress.gov_api,2025,7,2021-09-30,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of Ohio,The Judiciary,"Bridget Meehan Brennan, of Ohio, to be United States District Judge for the Northern District of Ohio, vice Dan A. Polster, retired.",OH-N
117,1171,PN1171,congress.gov_api,2025,7,2021-09-20,2021-12-17,Confirmed by the Senate by Yea-Nay Vote. 46 - 24. Record Vote Number: 515.,,United States District Judge for the Central District of California,The Judiciary,"Maame Ewusi-Mensah Frimpong, of California, to be United States District Judge for the Central District of California, vice Christina A. Snyder, retired.",CA-C
